mention,best_cui,best_name,mapped
new change,C0392747,Change,True
new changes,C0392747,changes,True
new clips,C0175722,Clips,True
new collapse,C0344329,Collapse,True
new compared with,C1707455,Compared,True
new components,C0449432,components,True
new confluent,C0205200,Confluent,True
new confluent area,C0017446,Area,True
new consolidation,C0521530,Consolidation,True
new consolidations,C0521530,Lung consolidation,True
new cxr,C0039985,CXR,True
new definition,C3539107,Definition,True
new deformity,C0302142,Deformity,True
new development,C0243107,development,True
new developments,C0597252,Plant Development,True
new diffuse,C1578513,new,True
new diffuse opacities,C0029053,opacities,True
new distension,C3714614,Distension,True
new distention,C0012359,Distention,True
new dobbhoff catheter,C0085590,Catheter,True
new dobbhoff ends,C0444930,ends,True
new dobbhoff tube,C0175730,Tube,True
new dobhoff tube,C0175730,Tube,True
new drainage catheters,C0085590,Catheters,True
new drug administration,C0001554,Administration,True
new effusion,C0013687,Effusion,True
new effusions,C0013687,Effusions,True
new elevation,C0439775,Elevation,True
new endo graft,C0181074,Graft,True
new endotracheal tube,C0175730,Tube,True
new engorgement,C0020452,Engorgement,True
new esophagus,C0014876,Esophagus,True
new et tube,C0175730,Tube,True
new feeding tube,C0175730,Tube,True
new finding,C1268649,new finding,True
new findings,C2607943,findings,True
new fissure,C0332469,Fissure,True
new fluid collection,C0600644,Collection,True
new focal,C1578513,new,True
new focal area,C0017446,Area,True
new focal areas,C0205146,areas,True
new focal consolidation,C0521530,Consolidation,True
new focal findings,C2607943,findings,True
new focal infection,C0009450,Infection,True
new focal infiltrate,C0332448,Infiltrate,True
new focal opacities,C0029053,opacities,True
new focal opacity,C1265876,Opacity,True
new focal region,C0205147,Region,True
new foci,C4321394,Foci,True
new foci of infection,C0009450,Infection,True
new focus,C0205234,Focus,True
new foreign body,C0016542,Foreign body,True
new fracture,C0016658,Fracture,True
new fractures,C0016658,FRACTURES,True
new from,C1578513,new,True
new from prior,C0332152,Prior,True
new from prior exam,C0582103,Exam,True
new fullness,C0439650,Fullness,True
new hd catheter,C0085590,Catheter,True
new heterogeneity,C0019409,Heterogeneity,True
new heterogeneous opacification,C0449584,Opacification,True
new icd device,C0699733,Device,True
new icd leads,C0181586,Leads,True
new increase,C0442805,Increase,True
new increased,C5236002,Increased,True
new increasing,C0442808,Increasing,True
new indentation,C0332467,Indentation,True
new infection,C0009450,Infection,True
new infectious process,C0745283,Infectious process,True
new infiltrate,C0332448,Infiltrate,True
new infiltrates,C0332448,infiltrates,True
new intact lead,C0023175,Lead,True
new interval changes,C0392747,changes,True
new large areas,C0205146,areas,True
new lead,C0023175,Lead,True
new leads,C0181586,Leads,True
new leak placed,C1533810,Placed,True
new lesion,C0221198,Lesion,True
new lesions,C0221198,Lesions,True
new line,C0205132,Line,True
new line placement,C1533810,Placement,True
new linear foci,C4321394,Foci,True
new linear opacities,C0029053,opacities,True
new loop,C0445022,Loop,True
new mass,C0577559,Mass,True
new massive infiltrate,C0332448,Infiltrate,True
new medication,C0013227,Medication,True
new metastasis,C0027627,Metastasis,True
new mild,C1578513,new,True
new minimal disruption,C0332453,Disruption,True
new multifocal opacities,C0029053,opacities,True
new nasogastric tube,C0175730,Tube,True
new neoplastic,C1709160,Neoplastic,True
new ng,C0332155,NG,True
new ng tube,C0175730,Tube,True
new nodular focus,C0205234,Focus,True
new nodular opacities,C0029053,opacities,True
new nodule,C0028259,Nodule,True
new nodules,C0028259,nodules,True
new o,C0439114,O,True
new on,C1578513,new,True
new one,C5201140,One,True
new opacification,C0449584,Opacification,True
new opacifications,C0449584,opacifications,True
new opacities,C0029053,opacities,True
new opacity,C1265876,Opacity,True
new pacemaker,C0030163,pacemaker,True
new patchy opacities,C0029053,opacities,True
new patchy opacity,C1265876,Opacity,True
new perforation,C0549099,Perforation,True
new pic line,C0205132,Line,True
new picc line,C0205132,Line,True
new pigtail catheter,C0085590,Catheter,True
new placement,C1533810,Placement,True
new pneumonia,C0032285,Pneumonia,True
new pneumothorax,C0032326,Pneumothorax,True
new poorly defined,C3539106,Defined,True
new process,C4521054,Process,True
new reduction,C0392756,Reduction,True
new region,C0205147,Region,True
new relevant changes,C0392747,changes,True
new relevant findings,C2607943,findings,True
new respiratory distress,C0476273,Respiratory Distress,True
new sclerosis,C0036429,Sclerosis,True
new section of catheter,C0085590,Catheter,True
new septal lines,C1548328,Lines,True
new shift,C0333051,Shift,True
new since,C1711239,Since,True
new site,C1515974,Site,True
new small,C1578513,new,True
new sounds,C0037709,Sounds,True
new source,C0449416,Source,True
new stent,C0038257,Stent,True
new surgical clips,C0175722,Clips,True
new swan - ganz catheter,C0085590,Catheter,True
new tavr,C3509486,TAVR,True
new tenting,C0237322,Tenting,True
new thickening,C0205400,Thickening,True
new top of catheter,C0085590,Catheter,True
new trace,C0442822,Trace,True
new tracheostomy,C0040590,Tracheostomy,True
new tracheostomy tube,C0175730,Tube,True
new trans subclavian,C0589488,Subclavian,True
new transesophageal drainage tube,C0175730,Tube,True
new transesophageal feeding tube,C0175730,Tube,True
new transvenous,C0522521,Transvenous,True
new transvenous pacemaker,C0030163,pacemaker,True
new triangular region,C0205147,Region,True
new tube,C0175730,Tube,True
new veil - like,C0870814,Like,True
new ventilated,C0231923,Ventilated,True
new vns appliance,C1542418,Appliance,True
new widening,C0332464,Widening,True
newly,C0750546,newly,True
newly - apparent,C0750489,apparent,True
newly - appeared,C0750546,newly,True
newly 0 current,C0521116,Current,True
newly air bronchograms,C0006282,bronchograms,True
newly apparent,C0750489,apparent,True
newly appeared,C0750546,newly,True
newly developed,C0750546,newly,True
newly distended,C0700124,Distended,True
newly implanted,C0021102,Implanted,True
newly increased,C5236002,Increased,True
newly inserted,C0441587,Inserted,True
newly occurred,C1709305,Occurred,True
newly occurred air,C1866503,AIR,True
newly placed,C1533810,Placed,True
newly visible,C0205379,Visible,True
ng,C0332155,NG,True
ng - tube,C0175730,Tube,True
ng - type tube,C0175730,Tube,True
ng / og tube,C0175730,Tube,True
ng 2 high,C5202936,High,True
ng 2 tip,C1705504,TIP,True
ng line,C0205132,Line,True
ng tip,C1705504,TIP,True
ng tube,C0175730,Tube,True
ng tube placement,C1533810,Placement,True
ng tube position,C0733755,Position,True
ng tube tip,C1705504,TIP,True
ng tubes,C0085678,NG Tubes,True
ng tubing,C0184165,Tubing,True
ng type,C0332307,Type,True
ngt placement,C1533810,Placement,True
ngt position,C0733755,Position,True
ngt tip,C1705504,TIP,True
nidus,C1628997,Nidus,True
nil,C0442734,Nil,True
nineth lateral,C0205093,Lateral,True
ninht ribs,C0035561,Ribs,True
ninth,C0205443,Ninth,True
ninth rib,C0222931,Ninth rib,True
nipple,C0028109,Nipple,True
nipple markers,C2745888,Markers,True
nipple rings,C1260969,Rings,True
nipple shadow,C0332554,Shadow,True
nipple shadows,C0332554,shadows,True
nipple skin lesion,C0037284,Skin lesion,True
nipples,C0028109,Nipples,True
nissen fundoplication,C3887679,Nissen fundoplication,True
nissen pouch,C4319584,Pouch,True
nj tube,C0175730,Tube,True
no,C1298908,No,True
no change,C0442739,No change,True
no effusion,C0013687,Effusion,True
no less,C0547044,Less,True
no longer as severe,C0003507,as,True
no longer continuous,C0549178,Continuous,True
no longer elevated,C0205250,Elevated,True
no longer in curled,C5447266,Curled,True
no longer visible,C0205379,Visible,True
no longer visualized,C0234621,Visualized,True
no relevant change,C0392747,Change,True
no significant change,C0392747,Change,True
no significant improvement,C2986411,Improvement,True
no substantial change,C0392747,Change,True
no traumatic injuries,C3263723,Injuries,True
nocardia,C0028240,Nocardia,True
nodal,C0443268,Nodal,True
nodal dissection,C0333288,Dissection,True
nodal malignancy,C0006826,Malignancy,True
nodal mass,C0746921,Nodal Mass,True
nodal metastases,C2939419,Metastases,True
node,C0746922,Node,True
nodes,C0746922,nodes,True
nodular,C0205297,Nodular,True
nodular abnormalities,C0000769,abnormalities,True
nodular abnormality,C1704258,Abnormality,True
nodular appearance,C0233426,Appearance,True
nodular area consolidation,C0521530,Consolidation,True
nodular areas,C0205146,areas,True
nodular calcification,C0006663,Calcification,True
nodular calcifications,C2242558,Calcifications,True
nodular can ' t,C0439119,T,True
nodular change,C0392747,Change,True
nodular changes,C0392747,changes,True
nodular character,C0007952,Character,True
nodular coalescence,C0205297,Nodular (qualifier value),True
nodular component,C0449432,Component,True
nodular components,C0449432,components,True
nodular configuration,C0449830,Configuration,True
nodular consolidation,C0521530,Consolidation,True
nodular densities,C0178587,densities,True
nodular density,C0746923,nodular density,True
nodular disease,C0012634,Disease,True
nodular foci,C4321394,Foci,True
nodular focus,C0205234,Focus,True
nodular infection,C0009450,Infection,True
nodular infiltrates,C0332448,infiltrates,True
nodular infiltrative,C4527217,Infiltrative,True
nodular known lesion,C0221198,Lesion,True
nodular lesion,C1518345,Nodular Lesion,True
nodular lesions,C1518345,Nodular lesions,True
nodular morphologies,C0205297,Nodular (qualifier value),True
nodular opacification,C0449584,Opacification,True
nodular opacifications,C5936237,Nodular opacifications,True
nodular opacities,C0029053,opacities,True
nodular opacity,C4086623,Nodular Opacity,True
nodular opcity,C0205297,Nodular (qualifier value),True
nodular patchy opacities,C0029053,opacities,True
nodular pattern,C1334972,Nodular Pattern,True
nodular prominence,C0205297,Nodular (qualifier value),True
nodular quality,C0332306,Quality,True
nodular sarcoidosis,C0406396,Nodular sarcoidosis,True
nodular scarring,C2004491,Scarring,True
nodular shadows,C0332554,shadows,True
nodular sites,C0205145,Sites,True
nodular structure,C0678594,Structure,True
nodular structures,C0678594,structures,True
nodular thickening,C0205400,Thickening,True
nodular widening,C0332464,Widening,True
nodularity,C0449579,Nodularity,True
nodulation,C1160630,nodulation,True
nodulations,C1160630,nodulations,True
nodule,C0028259,Nodule,True
nodule initial abnormality,C1704258,Abnormality,True
nodule opacities,C0029053,opacities,True
nodule resection,C0015252,Resection,True
nodule superimposed projection,C0348018,Projection,True
nodule warrants,C0028259,Nodule,True
nodules,C0028259,nodules,True
nodullar opacities,C0029053,opacities,True
nominal in position,C0733755,Position,True
non,C1513853,NON,True
non - active,C0679217,Active,True
non - acute,C1547228,Non-acute,True
non - aerated,C1513853,NON Mouse,True
non - apical,C0205111,Apical,True
non - aspiration,C2712334,Aspiration,True
non - atelectatic,C0439688,Atelectatic,True
non - bacterial,C0521009,Bacterial,True
non - calcified,C0332209,Non-calcified,True
non - cardiac,C0018787,Cardiac,True
non - cardiac component,C0449432,Component,True
non - cardiogenic,C1513853,NON Mouse,True
non - cardiogenic edema,C0013604,Edema,True
non - cardiogenic etiologies,C0015127,etiologies,True
non - cavitary,C1513853,NON Mouse,True
non - characteristic,C1521970,Characteristic,True
non - clearing,C1550003,Clearing,True
non - complete,C1706059,Complete,True
non - dedicated exam,C0582103,Exam,True
non - dedicated exams,C1513853,NON Mouse,True
non - dependent,C0851827,Dependent,True
non - dependent fashion,C1513853,NON Mouse,True
non - dilated,C0700124,Dilated,True
non - displaced,C0746928,non displaced,True
non - distended,C0700124,Distended,True
non - emergent,C3842236,Non-emergent,True
non - emergent evaluation,C1261322,Evaluation,True
non - enlarged,C1293134,Enlarged,True
non - erect,C0522014,erect,True
non - erect positioning,C0733755,Positioning,True
non - fdg avid,C2986972,Avid,True
non - fibrotic,C0334129,fibrotic,True
non - fluctuating opacities,C0029053,opacities,True
non - functional,C0205300,Non-functional,True
non - functioning,C3841832,Non-functioning,True
non - fusion,C0332466,Fusion,True
non - gravity,C0282189,Gravity,True
non - healed,C0205301,Non-healed,True
non - hemodynamically,C1513853,NON Mouse,True
non - hemodynamically significant,C1513853,NON Mouse,True
non - hemorrhagic,C0333275,Hemorrhagic,True
non - obscured,C1513853,NON Mouse,True
non - obstructive,C0205304,Non-obstructive,True
non - of,C1513853,NON,True
non - physiologic,C0205463,Physiologic,True
non - physiologically contoured,C0302821,contoured,True
non - recent,C0332185,Recent,True
non - recent infection,C0009450,Infection,True
non - resolving,C3714811,resolving,True
non - serous,C0440743,Serous,True
non - serous fluid,C0444611,Fluid,True
non - simple,C0205352,Simple,True
non - small,C1513853,NON,True
non - small - cell,C0445128,Non-small cell,True
non - small cell,C0445128,Non-small cell,True
non - small cell lung cancer,C0007131,Non-small cell lung cancer,True
non - specific,C0205370,Non-specific,True
non - specific pattern,C0449774,Pattern,True
non - specific process,C4521054,Process,True
non - specifically,C1513853,NON Mouse,True
non - tuberculous,C0041296,Tuberculous,True
non - tuberculous mycobacterial infection,C0026918,Mycobacterial Infection,True
non - typical,C3538928,Typical,True
non - united,C1513853,NON Mouse,True
non - visualization,C2827662,Visualization,True
non - weighted esophageal catheter,C0085590,Catheter,True
non calcified,C0332209,Non-calcified,True
non cardiogenic edema,C0013604,Edema,True
non characteristic,C1521970,Characteristic,True
non characteristic scarring,C2004491,Scarring,True
non characteristic scars,C2004491,Scars,True
non consolidated,C0702117,consolidated,True
non dependent portions,C1513853,NON Mouse,True
non dilated,C0700124,Dilated,True
non displaced,C0746928,non displaced,True
non distended,C0700124,Distended,True
non embolic origin,C0439659,Origin,True
non erect patient,C0030705,Patient,True
non erect positioning,C0733755,Positioning,True
non functioning,C3841832,Non-functioning,True
non fused,C0699952,Fused,True
non healed,C0205301,Non-healed,True
non minimal,C1513853,NON,True
non physiologic bulging,C0038999,Bulging,True
non physiologic contours,C0876954,Contours,True
non recent opacities,C0029053,opacities,True
non relaxed,C0035028,Relaxed,True
non scarring,C2004491,Scarring,True
non sclerotic lesion,C0221198,Lesion,True
non standard placement,C1533810,Placement,True
non standard position,C0733755,Position,True
non water seal,C0036492,Seal,True
noncardiogenic causes,C0015127,causes,True
noncardiogenic edema,C0013604,Edema,True
noncardiogenic origin,C0439659,Origin,True
noncharacteristic scars,C2004491,Scars,True
nondedicated exam,C0582103,Exam,True
nondependent edema,C0013604,Edema,True
nondependent lung,C4037972,Lung,True
nondependent portion,C0449719,Portion,True
nondisplaced,C0746928,non displaced,True
nondisplaced fracture,C0016658,Fracture,True
nondisplaced fractures,C0016658,FRACTURES,True
none,C1706277,None,True
none changed,C0443172,Changed,True
none characteristic scars,C2004491,Scars,True
nonspecific,C0750540,Nonspecific,True
nonspecific finding,C0037088,Finding,True
nonspecific findings,C2607943,findings,True
nonstandard placement,C1533810,Placement,True
nonunion,C3897107,Nonunion,True
nonurgent,C4264612,Nonurgent,True
normal,C1550457,Normal,True
normal - appearing,C0205307,Normal,True
normal - sized,C0205307,Normal,True
normal - to - borderline,C0205189,Borderline,True
normal alignment,C1706765,Alignment,True
normal an unremarkable,C0205307,Unremarkable,True
normal anatomic variant,C0205419,Variant,True
normal anatomical variant,C0205419,Variant,True
normal aortic arch,C0003489,Aortic Arch,True
normal appearance,C1271005,Normal appearance,True
normal chest,C0817096,Chest,True
normal constant position,C0733755,Position,True
normal correct position,C0733755,Position,True
normal course,C0750729,Course,True
normal et tube,C0175730,Tube,True
normal finding,C0037088,Finding,True
normal flow,C0806140,Flow,True
normal gas distribution,C0037775,Distribution,True
normal hypervascularity,C0205307,Normal,True
normal limits,C0442816,Normal limits,True
normal location,C1515974,Location,True
normal pattern,C0449774,Pattern,True
normal physiological changes,C0392747,changes,True
normal placement,C1533810,Placement,True
normal position,C0332445,Normal position,True
normal positions,C0733755,positions,True
normal post - operative,C0241311,post operative,True
normal post - surgical,C0543467,Surgical,True
normal postoperative appearance,C0233426,Appearance,True
normal radiodensity,C3272911,Radiodensity,True
normal radiograph,C1306645,Radiograph,True
normal range,C0086715,Normal range,True
normal region,C0205147,Region,True
normal side,C0441987,Side,True
normal size,C0332506,Normal size,True
normal size range,C3542016,Range,True
normal structure,C0678594,Structure,True
normal structures,C0678594,structures,True
normal to increased,C5236002,Increased,True
normal trachea,C0040578,Trachea,True
normal transparency,C5966217,transparency,True
normal variant,C0205419,Variant,True
normal variation,C0544712,Normal variation,True
normal venous system,C1267406,Venous System,True
normal ventilation,C2945579,Ventilation,True
normal vessels,C0005847,vessels,True
normal volume,C0332506,Normal volume,True
normalization,C1882115,Normalization,True
normalized,C1882115,Normalized,True
normally aligned,C1706765,Aligned,True
normally expanded,C0205229,expanded,True
normally placed,C1533810,Placed,True
nose,C0028429,Nose,True
nosocomial bacterial infection,C0009450,Infection,True
not,C1518422,Not,True
not able to be clearly seen,C0205397,seen,True
not adequately seen,C0205397,seen,True
not appreciably changed,C0443172,Changed,True
not as clear,C5966217,Clear,True
not as clearly seen,C0205397,seen,True
not as prominent,C0205402,Prominent,True
not as readily visible,C0205379,Visible,True
not as severe,C0003507,as,True
not as well assessed,C1516048,Assessed,True
not as well expanded,C0205229,expanded,True
not as well seen,C0205397,seen,True
not as well visualized,C0234621,Visualized,True
not be delineated,C4684445,Delineated,True
not changed,C4489377,Not changed,True
not changed in position,C0733755,Position,True
not clear,C5966217,Clear,True
not clearly documented,C1301725,Documented,True
not clearly formed,C0205431,Formed,True
not clearly seen,C0205397,seen,True
not clearly visible,C0205379,Visible,True
not clearly visualized,C0234621,Visualized,True
not clearly well visualized,C0234621,Visualized,True
not complete resolution,C1514893,Resolution,True
not completely assessed,C1516048,Assessed,True
not completely excluded,C0332196,Excluded,True
not completely identified,C1550043,Identified,True
not completely included,C0332257,included,True
not completely resolved,C5419890,Completely Resolved,True
not completely visible,C0205379,Visible,True
not completely visualized,C0234621,Visualized,True
not definitely,C3899394,Definitely,True
not definitively seen,C0205397,seen,True
not definitively visualized,C0234621,Visualized,True
not easy to see,C1947903,See,True
not effectively assessed,C1516048,Assessed,True
not entirely included,C0332257,included,True
not entirely specific,C0205369,Specific,True
not equivalent improvement,C2986411,Improvement,True
not excluded,C0332196,Excluded,True
not fixed in position,C0733755,Position,True
not fully assessed,C1516048,Assessed,True
not fully characterized,C1880022,Characterized,True
not fully cleared,C0521097,cleared,True
not fully evaluated,C0220825,Evaluated,True
not fully included,C0332257,included,True
not fully visible,C0205379,Visible,True
not greatly dilated,C0700124,Dilated,True
not greatly enlarged,C1293134,Enlarged,True
not identified,C1550043,Identified,True
not improved,C4084203,Improved,True
not in appropriate,C1548787,Appropriate,True
not in extent,C0439792,Extent,True
not in overall severity,C0439793,Severity,True
not in overall volume,C1705102,Volume,True
not in satisfactory position,C0733755,Position,True
not in the view of film,C1704608,Film,True
not in volume,C1705102,Volume,True
not included,C0332257,included,True
not included in the exam,C0582103,Exam,True
not included in the field of view,C0449911,View,True
not much changed,C0443172,Changed,True
not much improved,C4084203,Improved,True
not optimal,C2698651,Optimal,True
not optimally assessed,C1516048,Assessed,True
not optimally evaluated,C0220825,Evaluated,True
not optimally seen,C0205397,seen,True
not particularly severe,C0205082,Severe (severity modifier),True
not quite as enlarged,C1293134,Enlarged,True
not quite as high,C5202936,High,True
not quite as severe,C0003507,as,True
not relations,C0869014,Relations,True
not resolved,C1514893,Resolved,True
not seen,C0332252,Not seen,True
not significant,C1273937,Not Significant,True
not specific,C0205369,Specific,True
not substantially changed,C0443172,Changed,True
not substantially decreased,C5236001,Substantially Decreased,True
not substantially increased,C5236002,Increased,True
not tapered,C0441640,tapered,True
not very large,C0442824,Very,True
not very striking,C0038452,striking,True
not very well defined,C3539106,Defined,True
not visible,C0205379,Visible,True
not visualized,C4697694,Not visualized,True
not well assessed,C1516048,Assessed,True
not well characterized,C1880022,Characterized,True
not well delineated,C4684445,Delineated,True
not well detected,C0442726,Detected,True
not well evaluated,C0220825,Evaluated,True
not well formed,C0205431,Formed,True
not well identified,C1550043,Identified,True
not well localized,C0392752,Localized,True
not well projected,C0016538,Projected,True
not well seen,C0205397,seen,True
not well seen on the lateral view,C0449911,View,True
not well seen pass,C2828386,Pass,True
not well visible,C0205379,Visible,True
not well visualized,C0234621,Visualized,True
not worsened,C1457868,Worsened,True
not yet resolved,C1514893,Resolved,True
notable,C4288581,Notable,True
notable change,C0392747,Change,True
notable interval change,C2041208,interval change,True
notch,C1235660,Notch,True
note changed,C0443172,Changed,True
notification,C0422202,Notification,True
now curved back,C0205095,Back,True
nsip,C1290344,NSIP,True
nsip type,C0332307,Type,True
number,C0237753,Number,True
numbering,C0449788,numbering,True
numerous,C0439064,Numerous,True
numerous calcified,C0175895,Calcified,True
numerous foci,C4321394,Foci,True
numerous healing,C0043240,Healing,True
numerous healing fractures,C0016658,FRACTURES,True
numerous opacities,C0029053,opacities,True
numerous remote fractures,C0016658,FRACTURES,True
numerous support lines,C1548328,Lines,True
nurse practitioner,C0028657,Nurse practitioner,True
nurses,C0028661,Nurses,True
nutrient foramen,C0222672,Nutrient foramen,True
o,C0439114,O,True
ober left lower lung,C4037972,Lung,True
object,C1882133,Object,True
objects,C0347997,Objects,True
obligatory relaxation atelectasis,C0004144,Atelectasis,True
oblique,C0205315,Oblique,True
oblique band,C0175723,Band,True
oblique fissure,C0332469,Fissure,True
oblique fracture,C0332711,oblique fracture,True
oblique in position,C0733755,Position,True
oblique orientation,C0029266,Orientation,True
oblique orientation a,C0029266,Orientation,True
oblique patient position,C0449850,Patient position,True
oblique positioning,C0733755,Positioning,True
oblique positioning of the patient,C0030705,Patient,True
oblique stepoff,C0205315,Oblique,True
oblique surface,C0205148,Surface,True
oblique upward,C1282911,Upward,True
obliquely oriented,C1961028,Oriented,True
obliquely oriented course,C0750729,Course,True
obliquely oriented tissue,C0040300,Tissue,True
obliques,C0205315,obliques,True
obliterate,C0700134,obliterate,True
obliterated,C0700134,obliterated,True
obliterating,C0700134,obliterating,True
obliterating most aeration,C2215609,aeration,True
obliteration,C1293136,Obliteration,True
oblong radiopaque structure,C0678594,Structure,True
oblong sclerotic,C0036429,Sclerotic,True
oblong structures,C0678594,structures,True
obscure,C4727091,Obscure,True
obscure a shin,C0230444,Shin,True
obscure changes,C0392747,changes,True
obscure subtle changes,C0392747,changes,True
obscure the previous masses,C4727091,Obscure,True
obscures increased,C5236002,Increased,True
obscuring,C1423682,OBSCN gene,True
obscuring cardiac border,C0457109,Cardiac border,True
obscuring detail,C1522508,Detail,True
obscuring pneumonia,C0032285,Pneumonia,True
obscuring the tip,C1705504,TIP,True
observed findings,C2607943,findings,True
obstructed,C0549186,Obstructed,True
obstructing lesion,C0746981,OBSTRUCTING LESION,True
obstructing lesions,C0221198,Lesions,True
obstructing mass,C0577559,Mass,True
obstructing process,C4521054,Process,True
obstruction,C0028778,Obstruction,True
obstructive,C0549186,Obstructive,True
obstructive adenopathy,C0497156,Adenopathy,True
obstructive disease,C0746982,obstructive disease,True
obstructive infection,C0009450,Infection,True
obstructive mass,C0577559,Mass,True
obstructive pathology,C0677042,pathology,True
obstructive pneumonitis,C0747690,Obstructive pneumonitis,True
obstructive process,C4521054,Process,True
obvious,C5706969,Obvious,True
obvious kink,C0333177,kink,True
occluded,C0028778,occluded,True
occlusion,C1110554,OCCLUSION,True
occlusion coils,C0444764,Coils,True
occlusive,C1947917,Occlusive,True
occult,C0028794,Occult,True
occult hydro pneumothorax,C0032326,Pneumothorax,True
occult infiltrate,C0332448,Infiltrate,True
occult pneumothorax,C0032326,Pneumothorax,True
occupied,C5702671,Occupied,True
off,C1518543,Off,True
off film,C1704608,Film,True
off midline,C0549183,Midline,True
off note,C1317574,Note,True
off radiographic view,C0449911,View,True
off the edge of the film,C1704608,Film,True
off the edge of the screen,C0183185,Screen,True
off the field of view,C0449911,View,True
off the film,C1704608,Film,True
off the inferior field of view,C0449911,View,True
off the radiographic view,C0449911,View,True
off the view of the film,C1704608,Film,True
off tube,C0175730,Tube,True
offset,C1711330,Offset,True
og - tube,C0175730,Tube,True
og near,C0475806,Near,True
og tube,C0175730,Tube,True
og tube placed,C1533810,Placed,True
og tube tip,C1705504,TIP,True
og tubes,C1704474,Tubes,True
og type tube,C0175730,Tube,True
ogt,C1417945,OGT,True
ogt tube,C0175730,Tube,True
old,C0580836,Old,True
old - appearing,C0580836,Old,True
old abscesses,C0000833,Abscesses,True
old aspiration,C2712334,Aspiration,True
old changes,C0392747,changes,True
old deformities,C0000768,Deformities,True
old deformity,C0302142,Deformity,True
old fracture,C5453030,Old fracture,True
old fractured,C4554413,Fractured,True
old fractures,C0016658,FRACTURES,True
old granulomatous disease,C0740451,Granulomatous disease,True
old healed,C0205249,Healed,True
old healed fractures,C0016658,FRACTURES,True
old infection,C0009450,Infection,True
old injury,C0332666,old injury,True
old injury / infection,C0009450,Infection,True
old nasogastric tube,C0175730,Tube,True
old pacing wire,C0005978,Wire,True
old scar formations,C0439634,Formations,True
old scarring,C2004491,Scarring,True
old tb,C0041296,TB,True
old trauma,C0332666,Old trauma,True
old tube,C0175730,Tube,True
old tuberculous disease,C0012634,Disease,True
old tuberculous infection,C0009450,Infection,True
older age,C0162574,AGE,True
older injury,C3263722,Injury,True
oligemia,C0546884,oligemia,True
omentum,C0028977,Omentum,True
omitted,C0750563,omitted,True
on,C1720294,On,True
on - end,C2746065,End,True
on film 2 ng tube,C0175730,Tube,True
on going current,C0521116,Current,True
on going elevation,C0439775,Elevation,True
on going partial,C0728938,Partial,True
on lateral film,C1704608,Film,True
on one side,C0441987,Side,True
on stable,C0205360,Stable,True
on the left,C0205091,Left,True
on the way half clearance,C0449297,Clearance,True
on water seal,C0036492,Seal,True
one,C5201140,One,True
one - fourth,C1706303,Fourth,True
one - quarter,C2825406,Quarter,True
one - third,C1705160,Third,True
one a feeding tube,C0175730,Tube,True
one area,C0017446,Area,True
one atrial,C0018792,Atrial,True
one basal,C0205112,Basal,True
one branch ending,C2746065,Ending,True
one feeding tube,C0175730,Tube,True
one focal area,C0017446,Area,True
one folded,C0332462,Folded,True
one half,C2825407,Half,True
one healed,C0205249,Healed,True
one lead,C0023175,Lead,True
one level,C0456079,Level,True
one limb,C0015385,Limb,True
one lumen,C1551056,Lumen,True
one lung intubation,C0021925,Intubation,True
one new,C1578513,new,True
one nodular component,C0449432,Component,True
one or two,C0205448,Two,True
one pacemaker,C0030163,pacemaker,True
one region,C0205147,Region,True
one severe,C5201140,One,True
one side port,C0452253,Port,True
one thinks,C0039869,thinks,True
one through,C0332273,Through,True
one time severe,C2024467,time,True
one wire,C0005978,Wire,True
ongoing,C0549178,Ongoing,True
ongoing air leak,C0332234,Leak,True
ongoing defect,C1861101,DEFECT,True
ongoing process,C4521054,Process,True
only abnormality,C1704258,Abnormality,True
only visualized in part,C1709471,Part,True
onset,C0332162,Onset,True
opacification,C0449584,Opacification,True
opacification base,C1705938,Base,True
opacificationis,C0449584,Opacification,True
opacifications,C0449584,opacifications,True
opacified hemi thorax,C0817096,Thorax,True
opacified pneumonectomy space,C1883067,Space,True
opacities,C0029053,opacities,True
opacity,C1265876,Opacity,True
opacity - position,C0733755,Position,True
opacity component,C0449432,Component,True
opacity components,C0449432,components,True
opacity he,C0013902,HE,True
opacity ma,C3887485,MA,True
opacity new,C1578513,new,True
opacity opacity,C1265876,Opacity,True
opaque,C0029053,opaque,True
opaque density,C0178587,Density,True
opaque foreign body,C0016542,Foreign body,True
opaque portion,C0449719,Portion,True
opaque portion straddling,C0205153,Straddling,True
opaque tip,C1705504,TIP,True
opd,C3810599,OPD,True
open,C0175566,Open,True
open positioning,C0733755,Positioning,True
open sternum,C0038293,Sternum,True
operative,C1882154,Operative,True
operative changes,C0392747,changes,True
operative site,C1515974,Site,True
opportunistic infection,C0029118,Opportunistic Infection,True
opportunistic infections,C0029118,Opportunistic Infections,True
optic,C0015392,Optic,True
optic was vein,C0042449,Vein,True
optimal,C2698651,Optimal,True
optimal placement,C1533810,Placement,True
optimal position,C0733755,Position,True
optimal positioning,C0733755,Positioning,True
optimally evaluated,C0220825,Evaluated,True
optimally placed,C1533810,Placed,True
optimally seen,C0205397,seen,True
optimally visualized,C0234621,Visualized,True
optimum position,C0733755,Position,True
or atelectasis,C0004144,Atelectasis,True
oral,C0226896,Oral,True
oral cavity,C0226896,Oral Cavity,True
oral contrast,C0009924,Contrast,True
oral contrast agent,C0009924,Contrast Agent,True
oral contrast material,C0520510,Material,True
